0.000000,0.000000,0
0.000000,0.000000,0
0.000000,0.000000,0
0.000000,0.000000,0
0.000000,0.000000,0
0.000000,0.000000,0
0.000000,0.000000,0
0.000000,0.000000,0
0.000000,0.000000,0
0.000000,0.000000,0
0.000000,0.000000,0
0.000000,0.000000,0
0.000000,0.000000,0
0.000000,0.000000,0
0.033888,2.000000,0
0.067776,2.000000,0
0.101664,2.000000,0
0.135552,2.000000,0
0.169440,2.000000,0
0.203328,2.000000,0
0.237216,2.000000,0
0.389712,9.000000,0
0.542208,9.000000,0
0.694704,9.000000,0
0.847200,9.000000,0
0.999696,9.000000,0
1.152192,9.000000,0
1.304688,9.000000,0
1.541904,14.000000,0
1.779120,14.000000,0
2.016336,14.000000,0
2.253552,14.000000,0
2.490768,14.000000,0
2.727984,14.000000,0
2.965200,14.000000,0
3.304080,20.000000,0
3.642960,20.000000,0
3.981840,20.000000,0
4.320720,20.000000,1
4.659600,20.000000,1
4.998480,20.000000,1
5.337360,20.000000,1
5.727072,23.000000,1
6.116784,23.000000,1
6.506496,23.000000,1
6.896208,23.000000,1
7.285920,23.000000,1
7.675632,23.000000,1
8.065344,23.000000,1
8.505888,26.000000,1
8.946432,26.000000,1
9.386976,26.000000,1
9.827520,26.000000,1
10.268064,26.000000,1
10.708608,26.000000,1
11.149152,26.000000,1
11.589696,26.000000,1
12.030240,26.000000,1
12.470784,26.000000,1
12.911328,26.000000,1
13.351872,26.000000,1
13.792416,26.000000,1
14.232960,26.000000,1
14.707392,28.000000,1
15.181824,28.000000,1
15.656256,28.000000,1
16.130688,28.000000,1
16.605120,28.000000,1
17.079552,28.000000,1
17.553984,28.000000,1
18.028416,28.000000,1
18.502848,28.000000,1
18.977280,28.000000,1
19.451712,28.000000,1
19.926144,28.000000,1
20.400576,28.000000,1
20.875008,28.000000,1
21.366385,29.000000,1
21.857759,29.000000,1
22.349136,29.000000,1
22.840511,29.000000,2
23.331888,29.000000,2
23.823263,29.000000,2
24.314640,29.000000,2
24.822960,30.000000,2
25.331280,30.000000,2
25.839600,30.000000,2
26.347919,30.000000,2
26.856239,30.000000,2
27.364559,30.000000,2
27.872881,30.000000,2
28.381201,30.000000,2
28.889521,30.000000,2
29.397840,30.000000,2
29.906160,30.000000,2
30.414480,30.000000,2
30.922800,30.000000,2
31.431120,30.000000,2
31.939440,30.000000,2
32.447762,30.000000,2
32.956081,30.000000,2
33.464401,30.000000,2
33.972721,30.000000,2
34.481041,30.000000,2
34.989361,30.000000,2
35.514626,31.000000,2
36.039886,31.000000,2
36.565151,31.000000,2
37.090416,31.000000,2
37.615681,31.000000,2
38.140945,31.000000,2
38.666206,31.000000,2
39.157585,29.000000,2
39.648960,29.000000,2
40.140335,29.000000,2
40.631714,29.000000,2
41.123089,29.000000,2
41.614464,29.000000,2
42.105839,29.000000,2
42.631104,31.000000,3
43.156368,31.000000,3
43.681633,31.000000,3
44.206898,31.000000,3
44.732159,31.000000,3
45.257423,31.000000,3
45.782688,31.000000,3
46.307953,31.000000,3
46.833218,31.000000,3
47.358479,31.000000,3
47.883743,31.000000,3
48.409008,31.000000,3
48.934273,31.000000,3
49.459538,31.000000,3
49.967857,30.000000,3
50.476177,30.000000,3
50.984497,30.000000,3
51.492817,30.000000,3
52.001137,30.000000,3
52.509457,30.000000,3
53.017776,30.000000,3
53.526096,30.000000,3
54.034416,30.000000,3
54.542736,30.000000,3
55.051056,30.000000,3
55.559376,30.000000,3
56.067696,30.000000,3
56.576015,30.000000,3
57.067390,29.000000,3
57.558769,29.000000,3
58.050144,29.000000,3
58.541519,29.000000,3
59.032894,29.000000,3
59.524273,29.000000,3
60.015648,29.000000,3
60.523968,30.000000,3
61.032288,30.000000,3
61.540607,30.000000,3
62.048927,30.000000,3
62.557247,30.000000,3
63.065567,30.000000,3
63.573887,30.000000,4
64.082207,30.000000,4
64.590530,30.000000,4
65.098846,30.000000,4
65.607170,30.000000,4
66.115486,30.000000,4
66.623810,30.000000,4
67.132126,30.000000,4
67.623505,29.000000,4
68.114883,29.000000,4
68.606255,29.000000,4
69.097633,29.000000,4
69.589005,29.000000,4
70.080383,29.000000,4
70.571762,29.000000,4
71.063133,29.000000,4
71.554512,29.000000,4
72.045891,29.000000,4
72.537262,29.000000,4
73.028641,29.000000,4
73.520020,29.000000,4
74.011391,29.000000,4
74.519714,30.000000,4
75.028030,30.000000,4
75.536354,30.000000,4
76.044670,30.000000,4
76.552994,30.000000,4
77.061310,30.000000,4
77.569633,30.000000,4
78.077950,30.000000,4
78.586273,30.000000,5
79.094589,30.000000,5
79.602913,30.000000,5
80.111229,30.000000,5
