0.000000,0.000000,0:21779991
0.000000,0.000000,0:24627646
0.000000,0.000000,0:27403221
0.000000,0.000000,0:30515878
0.000000,0.000000,0:33471970
0.000000,0.000000,0:34874626
0.000000,0.000000,0:36228792
0.000000,0.000000,0:37664780
0.000000,0.000000,0:40784262
0.000000,0.000000,0:43672495
0.000000,0.000000,0:46444062
0.000000,0.000000,0:49232347
0.118608,7.000000,0:50593914
0.237216,7.000000,0:52079696
0.355824,7.000000,0:53568705
0.474432,7.000000,0:56375630
0.593040,7.000000,0:60035733
0.711648,7.000000,0:63078497
0.830256,7.000000,0:65849125
1.169136,20.000000,0:67220116
1.508016,20.000000,0:68637099
1.846896,20.000000,0:70027725
2.185776,20.000000,0:72732463
2.524656,20.000000,0:75466055
2.863536,20.000000,0:78324021
3.202416,20.000000,0:81147098
3.659904,27.000000,0:82646630
4.117392,27.000000,0:84046889
4.574880,27.000000,0:85463402
5.032368,27.000000,0:88265903
5.489856,27.000000,0:91715280
5.947344,27.000000,0:94743923
6.404832,27.000000,0:97636996
6.896208,29.000000,0:99138662
7.387584,29.000000,0:100820645
7.878960,29.000000,0:102748871
8.370336,29.000000,0:106342983
8.861712,29.000000,0:109992724
9.353088,29.000000,0:113664911
9.844464,29.000000,0:116310280
10.403616,33.000000,0:117672831
10.962768,33.000000,0:119187260
11.521920,33.000000,0:120496220
12.081072,33.000000,0:123208094
12.640224,33.000000,0:125290645
13.199376,33.000000,0:127184499
13.758528,33.000000,0:129078665
14.351568,35.000000,0:130117935
14.944608,35.000000,0:131217571
15.537648,35.000000,0:132254600
16.130688,35.000000,0:134220901
16.723728,35.000000,0:136297719
17.316769,35.000000,0:138288662
17.909807,35.000000,0:140218661
18.536736,37.000000,0:141204393
19.163664,37.000000,0:142230276
19.790592,37.000000,0:143327202
20.417521,37.000000,0:145367777
21.044449,37.000000,0:147336112
21.671375,37.000000,0:149257570
22.298304,37.000000,0:151158351
22.942177,38.000000,0:152414030
23.586048,38.000000,0:153465751
24.229919,38.000000,0:154452421
24.873793,38.000000,0:156382627
25.517664,38.000000,0:158458619
26.161535,38.000000,0:160500024
26.805408,38.000000,0:162384867
27.483168,40.000000,0:163757680
28.160929,40.000000,0:165406066
28.838688,40.000000,0:166810910
29.516447,40.000000,0:169708150
30.194208,40.000000,0:172610285
30.871967,40.000000,0:175365281
31.549728,40.000000,0:178530803
32.210545,39.000000,0:180289346
32.871361,39.000000,0:181673252
33.532177,39.000000,0:182896587
34.192993,39.000000,0:185476638
34.853809,39.000000,0:188305074
35.514626,39.000000,0:191160283
36.175442,39.000000,0:194012987
36.853199,40.000000,0:195567413
37.530960,40.000000,0:197054286
38.208721,40.000000,0:198849495
38.886478,40.000000,0:202170638
39.564240,40.000000,0:205544750
40.242001,40.000000,0:209093079
40.919762,40.000000,0:211708650
41.563633,38.000000,0:213071204
42.207504,38.000000,0:214515686
42.851376,38.000000,0:216168548
43.495247,38.000000,0:218982042
44.139118,38.000000,0:221719854
44.782993,38.000000,0:224614647
45.426865,38.000000,0:227515374
46.087681,39.000000,0:229046939
46.748497,39.000000,0:230523296
47.409313,39.000000,0:231976002
48.070129,39.000000,0:234929905
48.730946,39.000000,0:237857567
49.391762,39.000000,0:241092147
50.052574,39.000000,0:244119598
50.730335,40.000000,0:245619703
51.408096,40.000000,0:246964027
52.085857,40.000000,0:248418666
52.763615,40.000000,0:251265750
53.441376,40.000000,0:253956433
54.119137,40.000000,0:256504457
54.796898,40.000000,0:259122472
55.474655,40.000000,0:260398931
56.152416,40.000000,0:261804916
56.830177,40.000000,0:263247520
57.507935,40.000000,0:266021265
58.185696,40.000000,0:268770276
58.863457,40.000000,0:271560383
59.541218,40.000000,0:275032050
60.235920,41.000000,0:276594031
60.930622,41.000000,0:277973928
61.625328,41.000000,0:279389817
62.320030,41.000000,0:282298722
63.014736,41.000000,0:285786432
63.709438,41.000000,0:288578886
64.404144,41.000000,0:291395820
65.064957,39.000000,0:293355660
65.725777,39.000000,0:294883469
66.386589,39.000000,0:296324041
67.047409,39.000000,0:299071330
67.708221,39.000000,0:302074559
68.369041,39.000000,0:305267425
69.029854,39.000000,0:308223202
69.707619,40.000000,0:310215960
70.385376,40.000000,0:312028826
71.063133,40.000000,0:313659920
71.740898,40.000000,0:316645023
72.418655,40.000000,0:319767521
73.096413,40.000000,0:322841479
73.774178,40.000000,0:325638245
74.434990,39.000000,0:327013089
75.095810,39.000000,0:328498034
75.756622,39.000000,0:330049649
76.417442,39.000000,0:333997772
77.078255,39.000000,0:336817724
77.739075,39.000000,0:339490376
78.399887,39.000000,0:342367982
79.077644,40.000000,0:344018557
79.755409,40.000000,0:345416580
80.433167,40.000000,0:346832412
81.110931,40.000000,0:349632880
81.788689,40.000000,0:352351110
82.466446,40.000000,0:355172150
83.144211,40.000000,0:357636421
83.838913,41.000000,0:359127727
84.533615,41.000000,0:361132104
85.228317,41.000000,0:362811586
85.923027,41.000000,0:365641532
86.617729,41.000000,0:368437990
87.312431,41.000000,0:371333350
88.007133,41.000000,0:374575751
88.651009,38.000000,0:375961325
89.294884,38.000000,0:377410908
89.938751,38.000000,0:378865644
90.582626,38.000000,0:381804706
91.226494,38.000000,0:384765902
91.870369,38.000000,0:387641628
92.514236,38.000000,0:389066838
93.192001,40.000000,0:391994861
93.869759,40.000000,0:393625382
94.547523,40.000000,0:395121943
95.225281,40.000000,0:397814808
95.903038,40.000000,0:400785269
96.580803,40.000000,0:403906313
97.258560,40.000000,0:406771574
97.953262,41.000000,0:408388869
98.647964,41.000000,0:409824911
99.342674,41.000000,0:411226841
100.037376,41.000000,0:413928510
100.732079,41.000000,0:416674032
101.426781,41.000000,0:419405800
102.121490,41.000000,0:422095219
102.816193,41.000000,0:423504125
103.510895,41.000000,0:425010322
104.205597,41.000000,0:426411365
104.900307,41.000000,0:429224642
105.595009,41.000000,0:432174589
106.289711,41.000000,0:434950837
106.984413,41.000000,0:438244691
107.645233,39.000000,0:440053808
108.306046,39.000000,0:441437090
108.966866,39.000000,0:442959433
109.627678,39.000000,0:445863655
110.288498,39.000000,0:448546106
110.949310,39.000000,0:451206787
111.610130,39.000000,0:454182573
112.287888,40.000000,0:455640751
112.965645,40.000000,0:457138250
113.643410,40.000000,0:458707313
114.321167,40.000000,0:461698459
114.998924,40.000000,0:464727573
115.676689,40.000000,0:467531428
116.354446,40.000000,0:470460333
116.998322,38.000000,0:471902727
117.642189,38.000000,0:473345171
118.286064,38.000000,0:474808090
118.929939,38.000000,0:477762673
119.573807,38.000000,0:480736062
120.217682,38.000000,0:483651270
120.861549,38.000000,0:486531319
121.573196,42.000000,0:488060858
122.284851,42.000000,0:489607155
122.996498,42.000000,0:491032312
123.708145,42.000000,0:493757837
124.419792,42.000000,0:496588670
125.131439,42.000000,0:499696224
125.843086,42.000000,0:502587470
126.520851,40.000000,0:504054763
127.198608,40.000000,0:505560803
127.876366,40.000000,0:506979760
128.554123,40.000000,0:509843767
129.231888,40.000000,0:512891840
129.909653,40.000000,0:516263454
130.587402,40.000000,0:519341261
131.248230,39.000000,0:520948450
131.909042,39.000000,0:522750271
132.569855,39.000000,0:524666890
133.230667,39.000000,0:528258302
133.891495,39.000000,0:531759288
134.552307,39.000000,0:534630489
135.213120,39.000000,0:537787781
135.890884,40.000000,0:539410332
136.568634,40.000000,0:540928511
137.246399,40.000000,0:542345538
137.924164,40.000000,0:544889494
138.601913,40.000000,0:546794597
139.279678,40.000000,0:548581209
139.957443,40.000000,0:550442666
140.635193,40.000000,0:551471576
141.312958,40.000000,0:552509492
141.990723,40.000000,0:553517929
142.668488,40.000000,0:555578033
143.346237,40.000000,0:557998139
144.024002,40.000000,0:560494340
144.701767,40.000000,0:563094494
145.379517,40.000000,0:564476577
146.057281,40.000000,0:565723868
146.735046,40.000000,0:566767933
147.412796,40.000000,0:568756840
148.090561,40.000000,0:570759137
148.768326,40.000000,0:572813514
149.446075,40.000000,0:574928827
150.089951,38.000000,0:576060396
150.733826,38.000000,0:577109928
151.377701,38.000000,0:578216591
152.021561,38.000000,0:580213780
152.665436,38.000000,0:582213523
153.309311,38.000000,0:584425761
153.953186,38.000000,0:586355397
154.630951,40.000000,0:587634927
155.308701,40.000000,0:588725185
155.986465,40.000000,0:589873469
156.664230,40.000000,0:592522319
157.341980,40.000000,0:595314665
158.019745,40.000000,0:598084875
158.697510,40.000000,0:600945189
159.358322,39.000000,0:602475608
160.019135,39.000000,0:603762691
160.679947,39.000000,0:605273365
161.340775,39.000000,0:608075237
162.001587,39.000000,0:610680862
162.662399,39.000000,0:613388830
163.323212,39.000000,0:616159196
164.000977,40.000000,0:617552267
164.678741,40.000000,0:618863518
165.356491,40.000000,0:620327790
166.034256,40.000000,0:623460866
166.712021,40.000000,0:627044361
167.389771,40.000000,0:630535763
168.067535,40.000000,0:633565605
168.728348,39.000000,0:635012588
169.389175,39.000000,0:636350350
170.049988,39.000000,0:637705143
170.710800,39.000000,0:640341657
171.371613,39.000000,0:643148950
172.032425,39.000000,0:646043064
172.693253,39.000000,0:648938268
173.371002,40.000000,0:650388320
174.048767,40.000000,0:651828476
174.726532,40.000000,0:653261655
175.404282,40.000000,0:656167128
176.082047,40.000000,0:659441870
176.759811,40.000000,0:662330154
177.437561,40.000000,0:665196826
178.132278,41.000000,0:666842819
178.826981,41.000000,0:668339436
179.521683,41.000000,0:669821261
180.216385,41.000000,0:672700480
180.911087,41.000000,0:675772925
181.605789,41.000000,0:678746104
182.300491,41.000000,0:681886364
182.978256,40.000000,0:683351676
183.656021,40.000000,0:684810425
184.333771,40.000000,0:686275527
185.011536,40.000000,0:689299901
185.689301,40.000000,0:692201618
186.367050,40.000000,0:695069796
187.044815,40.000000,0:698242036
187.705627,39.000000,0:699809013
188.366455,39.000000,0:701246769
189.027267,39.000000,0:702795518
189.688080,39.000000,0:705670569
190.348892,39.000000,0:708626085
191.009705,39.000000,0:711618483
191.670532,39.000000,0:714435982
192.365234,41.000000,0:715962337
193.059937,41.000000,0:717371764
193.754639,41.000000,0:718719838
194.449341,41.000000,0:721422962
195.144043,41.000000,0:724190719
195.838745,41.000000,0:726925043
196.533463,41.000000,0:729530461
197.177322,38.000000,0:730894678
197.821198,38.000000,0:732234784
198.465073,38.000000,0:733575411
199.108948,38.000000,0:736367860
199.752823,38.000000,0:739021715
200.396683,38.000000,0:741783797
201.040558,38.000000,0:744545930
201.684433,38.000000,0:746034472
202.328308,38.000000,0:747426660
202.972183,38.000000,0:748828691
203.616043,38.000000,0:751724837
204.259918,38.000000,0:754556713
204.903793,38.000000,0:757297960
205.547668,38.000000,0:760078899
206.242371,41.000000,0:761437702
206.937073,41.000000,0:762773014
207.631775,41.000000,0:764161247
208.326477,41.000000,0:766925933
209.021179,41.000000,0:769706348
209.715881,41.000000,0:772555877
210.410599,41.000000,0:775317334
211.088348,40.000000,0:776727073
211.766113,40.000000,0:778039520
212.443878,40.000000,0:779429833
213.121628,40.000000,0:781981400
213.799393,40.000000,0:784641916
214.477158,40.000000,0:787352494
215.154907,40.000000,0:789930096
215.798782,38.000000,0:791462648
216.442657,38.000000,0:792956294
217.086533,38.000000,0:794391400
217.730392,38.000000,0:797053323
218.374268,38.000000,0:799604108
219.018143,38.000000,0:802309372
219.662018,38.000000,0:804911452
220.356720,41.000000,0:806377806
221.051422,41.000000,0:807850620
221.746124,41.000000,0:809215361
222.440826,41.000000,0:812096459
223.135529,41.000000,0:814856039
223.830246,41.000000,0:817490048
224.524948,41.000000,0:820137606
225.168823,38.000000,0:821501876
225.812683,38.000000,0:822806724
226.456558,38.000000,0:824176517
227.100433,38.000000,0:826813962
227.744308,38.000000,0:829550528
228.388184,38.000000,0:832132767
229.032043,38.000000,0:834803136
229.709808,40.000000,0:836174907
230.387573,40.000000,0:837584751
231.065323,40.000000,0:838833661
231.743088,40.000000,0:841316003
232.420853,40.000000,0:844055166
233.098602,40.000000,0:847509176
233.776367,40.000000,0:850325063
234.471069,41.000000,0:851737250
235.165771,41.000000,0:853057614
235.860474,41.000000,0:854368812
236.555191,41.000000,0:857137198
237.249893,41.000000,0:861769179
237.944595,41.000000,0:865116468
238.639297,41.000000,0:868128759
239.317062,40.000000,0:869562925
239.994812,40.000000,0:870996463
240.672577,40.000000,0:872385787
241.350342,40.000000,0:875252921
242.028091,40.000000,0:878134431
242.705856,40.000000,0:880803026
243.383621,40.000000,0:883785163
244.061371,40.000000,0:885182191
244.739136,40.000000,0:886562969
245.416901,40.000000,0:888016614
246.094650,40.000000,0:890858487
246.772415,40.000000,0:893674999
247.450180,40.000000,0:896359642
248.127930,40.000000,0:898957246
248.788757,39.000000,0:900390110
249.449570,39.000000,0:901806621
250.110382,39.000000,0:903177089
250.771194,39.000000,0:905846315
251.432022,39.000000,0:908481313
252.092834,39.000000,0:911203919
252.753647,39.000000,0:913920900
253.448349,41.000000,0:915250484
254.143051,41.000000,0:916599492
254.837753,41.000000,0:917942878
255.532471,41.000000,0:920571160
256.227173,41.000000,0:923229750
256.921875,41.000000,0:925859070
257.616577,41.000000,0:928466203
258.260437,38.000000,0:929893497
258.904327,38.000000,0:931275892
259.548187,38.000000,0:932646049
260.192078,38.000000,0:935310892
260.835938,38.000000,0:938158597
261.479797,38.000000,0:941073438
262.123688,38.000000,0:943943542
262.784485,39.000000,0:945363961
263.445312,39.000000,0:946812137
264.106140,39.000000,0:948226616
264.766937,39.000000,0:950949849
265.427765,39.000000,0:953689537
266.088562,39.000000,0:956435630
266.749390,39.000000,0:959082502
267.444092,41.000000,0:960482502
268.138794,41.000000,0:961810054
268.833496,41.000000,0:963209482
